country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,servious_critical,total_cases_1M_pop,total_deaths_1M_pop,total_tests,tests_1M_pop
Channel Islands,2020-03-30,141.0,33.0,2.0,0.0,0.0,139.0,0.0,811.0,12.0,0,0
Chile,2020-03-30,2449.0,310.0,8.0,1.0,156.0,2285.0,14.0,128.0,0.4,0,0
Colombia,2020-03-30,798.0,96.0,14.0,4.0,15.0,769.0,29.0,16.0,0.3,0,0
Congo,2020-03-30,19.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0,0
Costa Rica,2020-03-30,330.0,16.0,2.0,0.0,4.0,324.0,7.0,65.0,0.4,0,0
Croatia,2020-03-30,790.0,77.0,6.0,0.0,67.0,717.0,27.0,192.0,1.0,0,0
Cuba,2020-03-30,170.0,31.0,4.0,1.0,4.0,162.0,2.0,15.0,0.4,0,0
Curaçao,2020-03-30,11.0,3.0,1.0,0.0,2.0,8.0,0.0,67.0,6.0,0,0
Cyprus,2020-03-30,230.0,16.0,7.0,1.0,22.0,201.0,3.0,190.0,6.0,0,0
Czechia,2020-03-30,3001.0,184.0,23.0,7.0,25.0,2953.0,52.0,280.0,2.0,0,0
DRC,2020-03-30,81.0,0.0,8.0,0.0,2.0,71.0,0.0,0.9,0.09,0,0
Diamond Princess,2020-03-30,712.0,0.0,10.0,0.0,603.0,99.0,15.0,0.0,0.0,0,0
Djibouti,2020-03-30,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0,0
Dominica,2020-03-30,12.0,1.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0,0,0
Dominican Republic,2020-03-30,901.0,42.0,42.0,3.0,4.0,855.0,0.0,83.0,4.0,0,0
Ecuador,2020-03-30,1966.0,42.0,62.0,4.0,3.0,1901.0,58.0,111.0,4.0,0,0
Egypt,2020-03-30,656.0,47.0,41.0,1.0,150.0,465.0,0.0,6.0,0.4,0,0
El Salvador,2020-03-30,30.0,6.0,0.0,0.0,0.0,30.0,5.0,5.0,0.0,0,0
Equatorial Guinea,2020-03-30,12.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0,0
Eritrea,2020-03-30,15.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0,0
Estonia,2020-03-30,715.0,36.0,3.0,0.0,20.0,692.0,10.0,539.0,2.0,0,0
Eswatini,2020-03-30,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0,0
Ethiopia,2020-03-30,23.0,2.0,0.0,0.0,4.0,19.0,1.0,0.2,0.0,0,0
Faeroe Islands,2020-03-30,168.0,9.0,0.0,0.0,70.0,98.0,1.0,3438.0,0.0,0,0
Fiji,2020-03-30,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0,0
Finland,2020-03-30,1352.0,112.0,13.0,2.0,10.0,1329.0,49.0,244.0,2.0,0,0
French Guiana,2020-03-30,43.0,0.0,0.0,0.0,6.0,37.0,0.0,144.0,0.0,0,0
French Polynesia,2020-03-30,36.0,6.0,0.0,0.0,0.0,36.0,2.0,128.0,0.0,0,0
Gabon,2020-03-30,7.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.4,0,0
Gambia,2020-03-30,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4,0,0
Georgia,2020-03-30,103.0,12.0,0.0,0.0,20.0,83.0,6.0,26.0,0.0,0,0
Ghana,2020-03-30,152.0,0.0,5.0,0.0,2.0,145.0,1.0,5.0,0.2,0,0
Gibraltar,2020-03-30,69.0,4.0,0.0,0.0,34.0,35.0,0.0,2048.0,0.0,0,0
Greenland,2020-03-30,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0,0,0
Grenada,2020-03-30,9.0,0.0,0.0,0.0,0.0,9.0,0.0,80.0,0.0,0,0
Guadeloupe,2020-03-30,106.0,0.0,4.0,0.0,17.0,85.0,10.0,265.0,10.0,0,0
Guatemala,2020-03-30,36.0,2.0,1.0,0.0,10.0,25.0,1.0,2.0,0.06,0,0
Guinea,2020-03-30,22.0,6.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0,0
Guinea-Bissau,2020-03-30,8.0,6.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0,0
Guyana,2020-03-30,8.0,0.0,1.0,0.0,0.0,7.0,0.0,10.0,1.0,0,0
Haiti,2020-03-30,15.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0,0
Honduras,2020-03-30,139.0,29.0,7.0,4.0,3.0,129.0,4.0,14.0,0.7,0,0
Hungary,2020-03-30,447.0,39.0,15.0,2.0,34.0,398.0,6.0,46.0,2.0,0,0
Iceland,2020-03-30,1086.0,66.0,2.0,0.0,157.0,927.0,25.0,3182.0,6.0,0,0
Isle of Man,2020-03-30,49.0,7.0,0.0,0.0,0.0,49.0,0.0,576.0,0.0,0,0
Ivory Coast,2020-03-30,168.0,3.0,1.0,0.0,6.0,161.0,0.0,6.0,0.04,0,0
Jamaica,2020-03-30,36.0,4.0,1.0,0.0,2.0,33.0,0.0,12.0,0.3,0,0
Japan,2020-03-30,1953.0,87.0,56.0,2.0,424.0,1473.0,56.0,15.0,0.4,0,0
Jordan,2020-03-30,268.0,9.0,5.0,2.0,26.0,237.0,3.0,26.0,0.5,0,0
Kazakhstan,2020-03-30,302.0,18.0,1.0,0.0,21.0,280.0,0.0,16.0,0.05,0,0
Kenya,2020-03-30,50.0,8.0,1.0,0.0,1.0,48.0,2.0,0.9,0.02,0,0
Kuwait,2020-03-30,266.0,11.0,0.0,0.0,72.0,194.0,13.0,62.0,0.0,0,0
Kyrgyzstan,2020-03-30,94.0,10.0,0.0,0.0,3.0,91.0,0.0,14.0,0.0,0,0
Laos,2020-03-30,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0,0
Latvia,2020-03-30,376.0,29.0,0.0,0.0,1.0,375.0,3.0,199.0,0.0,0,0
Lebanon,2020-03-30,446.0,8.0,11.0,1.0,35.0,400.0,3.0,65.0,2.0,0,0
Liberia,2020-03-30,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0,0
Libya,2020-03-30,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0,0
Liechtenstein,2020-03-30,62.0,6.0,0.0,0.0,0.0,62.0,0.0,1626.0,0.0,0,0
Lithuania,2020-03-30,491.0,31.0,7.0,0.0,7.0,477.0,5.0,180.0,3.0,0,0
Luxembourg,2020-03-30,1988.0,38.0,22.0,1.0,40.0,1926.0,25.0,3176.0,35.0,0,0
MS Zaandam,2020-03-30,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0
Macao,2020-03-30,38.0,1.0,0.0,0.0,10.0,28.0,0.0,59.0,0.0,0,0
Madagascar,2020-03-30,43.0,4.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0,0,0
Maldives,2020-03-30,17.0,0.0,0.0,0.0,13.0,4.0,0.0,31.0,0.0,0,0
Mali,2020-03-30,25.0,7.0,2.0,1.0,0.0,23.0,0.0,1.0,0.1,0,0
Malta,2020-03-30,156.0,5.0,0.0,0.0,2.0,154.0,4.0,353.0,0.0,0,0
Martinique,2020-03-30,93.0,0.0,1.0,0.0,0.0,92.0,12.0,248.0,3.0,0,0
Mauritania,2020-03-30,6.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.2,0,0
Mauritius,2020-03-30,128.0,21.0,3.0,0.0,0.0,125.0,1.0,101.0,2.0,0,0
Mayotte,2020-03-30,82.0,19.0,0.0,0.0,10.0,72.0,3.0,301.0,0.0,0,0
Mexico,2020-03-30,993.0,145.0,20.0,4.0,35.0,938.0,1.0,8.0,0.2,0,0
Moldova,2020-03-30,298.0,35.0,2.0,0.0,15.0,281.0,44.0,74.0,0.5,0,0
Monaco,2020-03-30,49.0,3.0,1.0,0.0,1.0,47.0,0.0,1249.0,25.0,0,0
Mongolia,2020-03-30,12.0,0.0,0.0,0.0,2.0,10.0,0.0,4.0,0.0,0,0
Montenegro,2020-03-30,91.0,6.0,1.0,0.0,0.0,90.0,1.0,145.0,2.0,0,0
Montserrat,2020-03-30,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0,0,0
Morocco,2020-03-30,556.0,77.0,33.0,7.0,15.0,508.0,1.0,15.0,0.9,0,0
Mozambique,2020-03-30,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.0,0,0
Myanmar,2020-03-30,14.0,4.0,0.0,0.0,0.0,14.0,0.0,0.3,0.0,0,0
Namibia,2020-03-30,11.0,0.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0,0,0
Nepal,2020-03-30,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.0,0,0
New Caledonia,2020-03-30,15.0,0.0,0.0,0.0,0.0,15.0,0.0,53.0,0.0,0,0
New Zealand,2020-03-30,589.0,75.0,1.0,0.0,63.0,525.0,2.0,122.0,0.2,0,0
Nicaragua,2020-03-30,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.6,0.2,0,0
Niger,2020-03-30,27.0,9.0,3.0,2.0,0.0,24.0,0.0,1.0,0.1,0,0
Nigeria,2020-03-30,131.0,20.0,2.0,1.0,8.0,121.0,0.0,0.6,0.01,0,0
North Macedonia,2020-03-30,285.0,26.0,7.0,1.0,12.0,266.0,1.0,137.0,3.0,0,0
Oman,2020-03-30,179.0,12.0,0.0,0.0,29.0,150.0,3.0,35.0,0.0,0,0
Pakistan,2020-03-30,1717.0,120.0,21.0,7.0,76.0,1620.0,11.0,8.0,0.1,0,0
Palestine,2020-03-30,117.0,8.0,1.0,0.0,18.0,98.0,0.0,23.0,0.2,0,0
Panama,2020-03-30,1075.0,86.0,27.0,3.0,9.0,1039.0,43.0,249.0,6.0,0,0
Papua New Guinea,2020-03-30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0,0
Paraguay,2020-03-30,64.0,5.0,3.0,0.0,1.0,60.0,3.0,9.0,0.4,0,0
Peru,2020-03-30,950.0,98.0,24.0,6.0,53.0,873.0,49.0,29.0,0.7,0,0
Qatar,2020-03-30,693.0,59.0,1.0,0.0,51.0,641.0,6.0,241.0,0.3,0,0
Romania,2020-03-30,2109.0,294.0,65.0,22.0,209.0,1835.0,33.0,110.0,3.0,0,0
Russia,2020-03-30,1836.0,302.0,9.0,1.0,66.0,1761.0,8.0,13.0,0.06,0,0
Rwanda,2020-03-30,70.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,0.0,0,0
Réunion,2020-03-30,224.0,41.0,0.0,0.0,1.0,223.0,0.0,250.0,0.0,0,0
Saint Kitts and Nevis,2020-03-30,7.0,5.0,0.0,0.0,0.0,7.0,0.0,132.0,0.0,0,0
Saint Lucia,2020-03-30,9.0,0.0,0.0,0.0,1.0,8.0,0.0,49.0,0.0,0,0
Saint Martin,2020-03-30,15.0,4.0,1.0,1.0,2.0,12.0,0.0,388.0,26.0,0,0
San Marino,2020-03-30,230.0,6.0,25.0,3.0,13.0,192.0,16.0,6778.0,737.0,0,0
Saudi Arabia,2020-03-30,1453.0,154.0,8.0,0.0,115.0,1330.0,12.0,42.0,0.2,0,0
Senegal,2020-03-30,162.0,20.0,0.0,0.0,27.0,135.0,0.0,10.0,0.0,0,0
Serbia,2020-03-30,785.0,44.0,16.0,3.0,42.0,727.0,62.0,90.0,2.0,0,0
Seychelles,2020-03-30,8.0,0.0,0.0,0.0,0.0,8.0,0.0,81.0,0.0,0,0
Singapore,2020-03-30,879.0,35.0,3.0,0.0,228.0,648.0,19.0,150.0,0.5,0,0
Sint Maarten,2020-03-30,6.0,0.0,0.0,0.0,0.0,6.0,0.0,140.0,0.0,0,0
Slovakia,2020-03-30,336.0,22.0,0.0,0.0,7.0,329.0,1.0,62.0,0.0,0,0
Slovenia,2020-03-30,756.0,26.0,11.0,0.0,10.0,735.0,28.0,364.0,5.0,0,0
Somalia,2020-03-30,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,0,0
South Africa,2020-03-30,1326.0,46.0,3.0,1.0,31.0,1292.0,7.0,22.0,0.05,0,0
Sri Lanka,2020-03-30,122.0,5.0,2.0,1.0,15.0,105.0,5.0,6.0,0.09,0,0
St. Barth,2020-03-30,6.0,1.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0,0,0
St. Vincent Grenadines,2020-03-30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0,0
Sudan,2020-03-30,6.0,0.0,2.0,1.0,0.0,4.0,0.0,0.1,0.05,0,0
Suriname,2020-03-30,8.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,0,0
Syria,2020-03-30,10.0,1.0,2.0,1.0,0.0,8.0,0.0,0.6,0.1,0,0
Taiwan,2020-03-30,306.0,8.0,5.0,2.0,39.0,262.0,0.0,13.0,0.2,0,0
Tanzania,2020-03-30,19.0,5.0,0.0,0.0,1.0,18.0,0.0,0.3,0.0,0,0
Thailand,2020-03-30,1524.0,136.0,9.0,2.0,229.0,1286.0,11.0,22.0,0.1,0,0
Timor-Leste,2020-03-30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0,0
Togo,2020-03-30,30.0,5.0,1.0,0.0,1.0,28.0,0.0,4.0,0.1,0,0
Trinidad and Tobago,2020-03-30,83.0,5.0,3.0,0.0,1.0,79.0,0.0,59.0,2.0,0,0
Tunisia,2020-03-30,362.0,50.0,9.0,1.0,3.0,350.0,10.0,31.0,0.8,0,0
Turks and Caicos,2020-03-30,5.0,1.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0,0,0
UAE,2020-03-30,611.0,41.0,5.0,2.0,61.0,545.0,2.0,62.0,0.5,0,0
Uganda,2020-03-30,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.7,0.0,0,0
Ukraine,2020-03-30,548.0,73.0,13.0,3.0,8.0,527.0,0.0,13.0,0.3,0,0
Uruguay,2020-03-30,320.0,16.0,1.0,0.0,25.0,294.0,9.0,92.0,0.3,0,0
Uzbekistan,2020-03-30,149.0,5.0,2.0,0.0,7.0,140.0,8.0,4.0,0.06,0,0
Vatican City,2020-03-30,6.0,0.0,0.0,0.0,0.0,6.0,0.0,7491.0,0.0,0,0
Venezuela,2020-03-30,135.0,16.0,3.0,0.0,39.0,93.0,6.0,5.0,0.1,0,0
Vietnam,2020-03-30,204.0,10.0,0.0,0.0,55.0,149.0,3.0,2.0,0.0,0,0
Zambia,2020-03-30,35.0,6.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0,0
Zimbabwe,2020-03-30,7.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,0.07,0,0
algeria,2020-03-30,584.0,73.0,35.0,4.0,37.0,512.0,0.0,13.0,0.8,0,0
australia,2020-03-30,4460.0,297.0,19.0,2.0,244.0,4197.0,28.0,175.0,0.7,0,0
austria,2020-03-30,9618.0,830.0,108.0,22.0,636.0,8874.0,193.0,1068.0,12.0,0,0
belgium,2020-03-30,11899.0,1063.0,513.0,82.0,1527.0,9859.0,927.0,1027.0,44.0,0,0
brazil,2020-03-30,4630.0,374.0,163.0,27.0,120.0,4347.0,296.0,22.0,0.8,0,0
canada,2020-03-30,7448.0,1128.0,89.0,24.0,1093.0,6266.0,120.0,197.0,2.0,0,0
china,2020-03-30,81439.0,0.0,3300.0,0.0,75448.0,2691.0,742.0,57.0,2.0,0,0
china-hong-kong-sar,2020-03-30,683.0,41.0,4.0,0.0,118.0,561.0,5.0,91.0,0.5,0,0
denmark,2020-03-30,2577.0,182.0,77.0,5.0,1.0,2499.0,137.0,445.0,13.0,0,0
france,2020-03-30,44550.0,4376.0,3024.0,418.0,7927.0,33599.0,5056.0,683.0,46.0,0,0
germany,2020-03-30,66885.0,4450.0,645.0,104.0,13500.0,52740.0,1979.0,798.0,8.0,0,0
greece,2020-03-30,1212.0,56.0,46.0,7.0,52.0,1114.0,72.0,116.0,4.0,0,0
india,2020-03-30,1251.0,227.0,32.0,5.0,102.0,1117.0,0.0,0.9,0.02,0,0
indonesia,2020-03-30,1414.0,129.0,122.0,8.0,75.0,1217.0,0.0,5.0,0.4,0,0
iran,2020-03-30,41495.0,3186.0,2757.0,117.0,13911.0,24827.0,3511.0,494.0,33.0,0,0
iraq,2020-03-30,630.0,83.0,46.0,4.0,152.0,432.0,0.0,16.0,1.0,0,0
ireland,2020-03-30,2910.0,295.0,54.0,8.0,5.0,2851.0,84.0,589.0,11.0,0,0
israel,2020-03-30,4695.0,448.0,16.0,1.0,161.0,4518.0,79.0,542.0,2.0,0,0
italy,2020-03-30,101739.0,4050.0,11591.0,812.0,14620.0,75528.0,3981.0,1683.0,192.0,0,0
malaysia,2020-03-30,2626.0,156.0,37.0,2.0,479.0,2110.0,94.0,81.0,1.0,0,0
netherlands,2020-03-30,11750.0,884.0,864.0,93.0,250.0,10636.0,1053.0,686.0,50.0,0,0
norway,2020-03-30,4445.0,161.0,32.0,6.0,12.0,4401.0,97.0,820.0,6.0,0,0
philippines,2020-03-30,1546.0,128.0,78.0,7.0,42.0,1426.0,1.0,14.0,0.7,0,0
poland,2020-03-30,2055.0,193.0,31.0,9.0,7.0,2017.0,3.0,54.0,0.8,0,0
portugal,2020-03-30,6408.0,446.0,140.0,21.0,43.0,6225.0,164.0,628.0,14.0,0,0
south-korea,2020-03-30,9661.0,78.0,158.0,6.0,5228.0,4275.0,59.0,188.0,3.0,0,0
spain,2020-03-30,87956.0,7846.0,7716.0,913.0,16780.0,63460.0,5231.0,1881.0,165.0,0,0
sweden,2020-03-30,4028.0,328.0,146.0,36.0,16.0,3866.0,306.0,399.0,14.0,0,0
switzerland,2020-03-30,15922.0,1093.0,359.0,59.0,1823.0,13740.0,301.0,1840.0,41.0,0,0
turkey,2020-03-30,10827.0,1610.0,168.0,37.0,162.0,10497.0,568.0,128.0,2.0,0,0
uk,2020-03-30,22141.0,2619.0,1408.0,180.0,135.0,20598.0,163.0,326.0,21.0,0,0
us,2020-03-30,163844.0,20353.0,3156.0,573.0,5506.0,155182.0,3512.0,495.0,10.0,0,0
Afghanistan,2020-03-31,174.0,4.0,4.0,0.0,5.0,165.0,0.0,4.0,0.1,0,0
Albania,2020-03-31,243.0,20.0,15.0,4.0,52.0,176.0,8.0,84.0,5.0,0,0
Andorra,2020-03-31,376.0,6.0,12.0,4.0,10.0,354.0,12.0,4866.0,155.0,0,0
Angola,2020-03-31,7.0,0.0,2.0,0.0,1.0,4.0,0.0,0.2,0.06,0,0
Anguilla,2020-03-31,2.0,0.0,0.0,0.0,0.0,2.0,0.0,133.0,0.0,0,0
Antigua and Barbuda,2020-03-31,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0,0,0
Argentina,2020-03-31,1054.0,234.0,27.0,4.0,240.0,787.0,0.0,23.0,0.6,0,0
Armenia,2020-03-31,532.0,50.0,3.0,0.0,30.0,499.0,30.0,180.0,1.0,0,0
Aruba,2020-03-31,55.0,5.0,0.0,0.0,1.0,54.0,0.0,515.0,0.0,0,0
Azerbaijan,2020-03-31,298.0,25.0,5.0,1.0,26.0,267.0,11.0,29.0,0.5,0,0
Bahamas,2020-03-31,14.0,0.0,0.0,0.0,1.0,13.0,0.0,36.0,0.0,0,0
Bahrain,2020-03-31,567.0,52.0,4.0,0.0,295.0,268.0,2.0,333.0,2.0,0,0
Bangladesh,2020-03-31,51.0,2.0,5.0,0.0,25.0,21.0,1.0,0.3,0.03,0,0
Barbados,2020-03-31,34.0,1.0,0.0,0.0,0.0,34.0,0.0,118.0,0.0,0,0
Belarus,2020-03-31,152.0,0.0,1.0,1.0,47.0,104.0,2.0,16.0,0.1,0,0
Belize,2020-03-31,3.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0,0
Benin,2020-03-31,9.0,3.0,0.0,0.0,1.0,8.0,0.0,0.7,0.0,0,0
Bermuda,2020-03-31,32.0,5.0,0.0,0.0,10.0,22.0,0.0,514.0,0.0,0,0
Bhutan,2020-03-31,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0,0
Bolivia,2020-03-31,107.0,10.0,6.0,2.0,0.0,101.0,3.0,9.0,0.5,0,0
Bosnia and Herzegovina,2020-03-31,420.0,52.0,13.0,3.0,17.0,390.0,1.0,128.0,4.0,0,0
Botswana,2020-03-31,4.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.4,0,0
British Virgin Islands,2020-03-31,3.0,1.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0,0,0
Brunei,2020-03-31,129.0,2.0,1.0,0.0,45.0,83.0,3.0,295.0,2.0,0,0
Bulgaria,2020-03-31,399.0,40.0,8.0,0.0,17.0,374.0,14.0,57.0,1.0,0,0
Burkina Faso,2020-03-31,261.0,15.0,14.0,2.0,32.0,215.0,0.0,12.0,0.7,0,0
Burundi,2020-03-31,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0,0
CAR,2020-03-31,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0,0
Cabo Verde,2020-03-31,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0,0,0
Cambodia,2020-03-31,109.0,2.0,0.0,0.0,23.0,86.0,1.0,7.0,0.0,0,0
Cameroon,2020-03-31,193.0,54.0,6.0,0.0,5.0,182.0,0.0,7.0,0.2,0,0
Cayman Islands,2020-03-31,14.0,2.0,1.0,0.0,0.0,13.0,0.0,213.0,15.0,0,0
Chad,2020-03-31,7.0,2.0,0.0,0.0,0.0,7.0,0.0,0.4,0.0,0,0
Channel Islands,2020-03-31,141.0,0.0,3.0,1.0,0.0,138.0,0.0,811.0,17.0,0,0
Chile,2020-03-31,2738.0,289.0,12.0,4.0,156.0,2570.0,14.0,143.0,0.6,0,0
Colombia,2020-03-31,906.0,108.0,16.0,2.0,31.0,859.0,35.0,18.0,0.3,0,0
Congo,2020-03-31,19.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0,0
Costa Rica,2020-03-31,347.0,17.0,2.0,0.0,4.0,341.0,8.0,68.0,0.4,0,0
Croatia,2020-03-31,867.0,77.0,6.0,0.0,67.0,794.0,32.0,211.0,1.0,0,0
Cuba,2020-03-31,186.0,16.0,6.0,2.0,8.0,172.0,3.0,16.0,0.5,0,0
Curaçao,2020-03-31,11.0,0.0,1.0,0.0,2.0,8.0,0.0,67.0,6.0,0,0
Cyprus,2020-03-31,262.0,32.0,8.0,1.0,23.0,231.0,3.0,217.0,7.0,0,0
Czechia,2020-03-31,3308.0,307.0,31.0,8.0,45.0,3232.0,64.0,309.0,3.0,0,0
DRC,2020-03-31,98.0,17.0,8.0,0.0,2.0,88.0,0.0,1.0,0.09,0,0
Diamond Princess,2020-03-31,712.0,0.0,11.0,0.0,603.0,98.0,15.0,0.0,0.0,0,0
Djibouti,2020-03-31,30.0,12.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0,0
Dominica,2020-03-31,12.0,0.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0,0,0
Dominican Republic,2020-03-31,1109.0,208.0,51.0,9.0,5.0,1053.0,0.0,102.0,5.0,0,0
Ecuador,2020-03-31,2302.0,336.0,79.0,17.0,58.0,2165.0,100.0,130.0,4.0,0,0
Egypt,2020-03-31,710.0,54.0,46.0,5.0,157.0,507.0,0.0,7.0,0.4,0,0
El Salvador,2020-03-31,32.0,2.0,1.0,1.0,0.0,31.0,5.0,5.0,0.2,0,0
Equatorial Guinea,2020-03-31,15.0,3.0,0.0,0.0,1.0,14.0,0.0,11.0,0.0,0,0
Eritrea,2020-03-31,15.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0,0
Estonia,2020-03-31,745.0,30.0,4.0,1.0,26.0,715.0,13.0,562.0,3.0,0,0
Eswatini,2020-03-31,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0,0
Ethiopia,2020-03-31,26.0,3.0,0.0,0.0,2.0,24.0,2.0,0.2,0.0,0,0
Faeroe Islands,2020-03-31,169.0,1.0,0.0,0.0,74.0,95.0,3.0,3459.0,0.0,0,0
Fiji,2020-03-31,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0,0
Finland,2020-03-31,1418.0,66.0,17.0,4.0,10.0,1391.0,56.0,256.0,3.0,0,0
French Guiana,2020-03-31,51.0,8.0,0.0,0.0,15.0,36.0,0.0,171.0,0.0,0,0
French Polynesia,2020-03-31,37.0,1.0,0.0,0.0,0.0,37.0,1.0,132.0,0.0,0,0
Gabon,2020-03-31,16.0,9.0,1.0,0.0,0.0,15.0,0.0,7.0,0.4,0,0
Gambia,2020-03-31,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4,0,0
Georgia,2020-03-31,110.0,7.0,0.0,0.0,21.0,89.0,6.0,28.0,0.0,0,0
Ghana,2020-03-31,161.0,9.0,5.0,0.0,31.0,125.0,1.0,5.0,0.2,0,0
Gibraltar,2020-03-31,69.0,0.0,0.0,0.0,34.0,35.0,0.0,2048.0,0.0,0,0
Greenland,2020-03-31,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0,0,0
Grenada,2020-03-31,9.0,0.0,0.0,0.0,0.0,9.0,0.0,80.0,0.0,0,0
Guadeloupe,2020-03-31,114.0,8.0,4.0,0.0,22.0,88.0,14.0,285.0,10.0,0,0
Guatemala,2020-03-31,38.0,2.0,1.0,0.0,12.0,25.0,1.0,2.0,0.06,0,0
Guinea,2020-03-31,22.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0,0
Guinea-Bissau,2020-03-31,8.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0,0
Guyana,2020-03-31,12.0,4.0,2.0,1.0,0.0,10.0,0.0,15.0,3.0,0,0
Haiti,2020-03-31,15.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0,0
Honduras,2020-03-31,141.0,2.0,7.0,0.0,3.0,131.0,4.0,14.0,0.7,0,0
Hungary,2020-03-31,492.0,45.0,16.0,1.0,37.0,439.0,6.0,51.0,2.0,0,0
Iceland,2020-03-31,1135.0,49.0,2.0,0.0,198.0,935.0,11.0,3326.0,6.0,0,0
Isle of Man,2020-03-31,60.0,11.0,0.0,0.0,0.0,60.0,0.0,706.0,0.0,0,0
Ivory Coast,2020-03-31,179.0,11.0,1.0,0.0,7.0,171.0,0.0,7.0,0.04,0,0
Jamaica,2020-03-31,38.0,2.0,2.0,1.0,2.0,34.0,0.0,13.0,0.7,0,0
Japan,2020-03-31,2178.0,225.0,57.0,1.0,424.0,1697.0,69.0,17.0,0.5,0,0
Jordan,2020-03-31,274.0,6.0,5.0,0.0,30.0,239.0,5.0,27.0,0.5,0,0
Kazakhstan,2020-03-31,343.0,41.0,2.0,1.0,24.0,317.0,6.0,18.0,0.1,0,0
Kenya,2020-03-31,59.0,9.0,1.0,0.0,1.0,57.0,2.0,1.0,0.02,0,0
Kuwait,2020-03-31,289.0,23.0,0.0,0.0,73.0,216.0,13.0,68.0,0.0,0,0
Kyrgyzstan,2020-03-31,107.0,13.0,0.0,0.0,3.0,104.0,0.0,16.0,0.0,0,0
Laos,2020-03-31,9.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0,0
Latvia,2020-03-31,398.0,22.0,0.0,0.0,1.0,397.0,3.0,211.0,0.0,0,0
Lebanon,2020-03-31,463.0,17.0,12.0,1.0,37.0,414.0,7.0,68.0,2.0,0,0
Liberia,2020-03-31,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0,0
Libya,2020-03-31,10.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0,0
